Time,Location,Nature,Status,date
12:57 pm,3529 N 25TH ST MKE,Battery/Fight/Assault - DV Related,Service in Progress View History,2024-07-16
12:56 pm,2689 S 13TH ST MKE,Trouble,Service in Progress View History,2024-07-16
12:55 pm,1800 W BECHER ST MKE,Stolen Vehicle,To be Filed View History,2024-07-16
12:55 pm,2770 N 5TH ST MKE: @UNIT 112,Stabbing/Cutting,Service in Progress View History,2024-07-16
12:55 pm,1800 W BECHER ST MKE,Stolen Vehicle,Service in Progress View History,2024-07-16
12:55 pm,2770 N 5TH ST MKE: @UNIT 112,Stabbing/Cutting,No Prosecution View History,2024-07-16
12:55 pm,1800 W BECHER ST MKE,Stolen Vehicle,To be Filed View History,2024-07-16
12:55 pm,1800 W BECHER ST MKE,Stolen Vehicle,Service in Progress View History,2024-07-16
12:55 pm,1800 W BECHER ST MKE,Stolen Vehicle,To be Filed View History,2024-07-16
12:55 pm,1800 W BECHER ST MKE,Stolen Vehicle,Service in Progress View History,2024-07-16
12:55 pm,1800 W BECHER ST MKE,Stolen Vehicle,To be Filed View History,2024-07-16
12:55 pm,1800 W BECHER ST MKE,Stolen Vehicle,Service in Progress View History,2024-07-16
12:55 pm,1800 W BECHER ST MKE,Stolen Vehicle,Service in Progress View History,2024-07-16
12:55 pm,1800 W BECHER ST MKE,Stolen Vehicle,To be Filed View History,2024-07-16
12:55 pm,1800 W BECHER ST MKE,Stolen Vehicle,Service in Progress View History,2024-07-16
12:55 pm,1800 W BECHER ST MKE,Stolen Vehicle,To be Filed View History,2024-07-16
12:55 pm,N DR MARTIN L KING JR DR/W WISCONSIN AVE MKE: alias MLK/WISC,Battery/Fight/Assault,Assignment Completed View History,2024-07-16
12:55 pm,1800 W BECHER ST MKE,Stolen Vehicle,Service in Progress View History,2024-07-16
12:55 pm,1800 W BECHER ST MKE,Stolen Vehicle,To be Filed View History,2024-07-16
12:55 pm,2770 N 5TH ST MKE: @UNIT 112,Stabbing/Cutting,Assignment Completed View History,2024-07-16
12:54 pm,2689 S 13TH ST MKE,Trouble,Service in Progress View History,2024-07-16
12:54 pm,2689 S 13TH ST MKE,Trouble,Advised View History,2024-07-16
12:54 pm,2689 S 13TH ST MKE,Trouble,Advised View History,2024-07-16
12:54 pm,2689 S 13TH ST MKE,Trouble,Service in Progress View History,2024-07-16
12:54 pm,2689 S 13TH ST MKE,Trouble,Advised View History,2024-07-16
12:54 pm,2689 S 13TH ST MKE,Trouble,Service in Progress View History,2024-07-16
12:54 pm,2689 S 13TH ST MKE,Trouble,Service in Progress View History,2024-07-16
12:54 pm,2689 S 13TH ST MKE,Trouble,Advised View History,2024-07-16
12:54 pm,2689 S 13TH ST MKE,Trouble,Advised View History,2024-07-16
12:54 pm,2689 S 13TH ST MKE,Trouble,Service in Progress View History,2024-07-16
12:54 pm,2689 S 13TH ST MKE,Trouble,Service in Progress View History,2024-07-16
12:54 pm,2689 S 13TH ST MKE,Trouble,Advised View History,2024-07-16
12:54 pm,2689 S 13TH ST MKE,Trouble,Advised View History,2024-07-16
12:54 pm,S 13TH ST/W LINCOLN AVE MKE,Animal Bite,Unable to Locate Complainant View History,2024-07-16
12:54 pm,2689 S 13TH ST MKE,Trouble,Service in Progress View History,2024-07-16
12:53 pm,453 N STORY PKWY MKE,Entry-Vehicle,Service in Progress View History,2024-07-16
12:53 pm,453 N STORY PKWY MKE,Entry-Vehicle,Advised View History,2024-07-16
12:53 pm,453 N STORY PKWY MKE,Entry-Vehicle,Advised View History,2024-07-16
12:53 pm,453 N STORY PKWY MKE,Entry-Vehicle,Service in Progress View History,2024-07-16
12:53 pm,453 N STORY PKWY MKE,Entry-Vehicle,Advised View History,2024-07-16
12:53 pm,453 N STORY PKWY MKE,Entry-Vehicle,Service in Progress View History,2024-07-16
12:53 pm,453 N STORY PKWY MKE,Entry-Vehicle,Service in Progress View History,2024-07-16
12:53 pm,453 N STORY PKWY MKE,Entry-Vehicle,Advised View History,2024-07-16
12:53 pm,453 N STORY PKWY MKE,Entry-Vehicle,Advised View History,2024-07-16
12:53 pm,453 N STORY PKWY MKE,Entry-Vehicle,Service in Progress View History,2024-07-16
12:53 pm,453 N STORY PKWY MKE,Entry-Vehicle,Advised View History,2024-07-16
12:53 pm,453 N STORY PKWY MKE,Entry-Vehicle,Service in Progress View History,2024-07-16
12:53 pm,W FOND DU LAC AVE/W MAXWELL PL MKE,Motor Vehicle Accident,Service in Progress View History,2024-07-16
12:53 pm,453 N STORY PKWY MKE,Entry-Vehicle,Service in Progress View History,2024-07-16
12:53 pm,453 N STORY PKWY MKE,Entry-Vehicle,Advised View History,2024-07-16
12:52 pm,5475 N 51ST BLVD MKE,Subject With A Weapon,Assignment Completed View History,2024-07-16
12:52 pm,5475 N 51ST BLVD MKE,Subject With A Weapon,Unable to Locate Complainant View History,2024-07-16
12:52 pm,5475 N 51ST BLVD MKE,Subject With A Weapon,Assignment Completed View History,2024-07-16
12:52 pm,5475 N 51ST BLVD MKE,Subject With A Weapon,Unable to Locate Complainant View History,2024-07-16
12:52 pm,5475 N 51ST BLVD MKE,Subject With A Weapon,Assignment Completed View History,2024-07-16
12:52 pm,5475 N 51ST BLVD MKE,Subject With A Weapon,Unable to Locate Complainant View History,2024-07-16
12:52 pm,5475 N 51ST BLVD MKE,Subject With A Weapon,Assignment Completed View History,2024-07-16
12:52 pm,5475 N 51ST BLVD MKE,Subject With A Weapon,Unable to Locate Complainant View History,2024-07-16
12:52 pm,5475 N 51ST BLVD MKE,Subject With A Weapon,Unable to Locate Complainant View History,2024-07-16
12:52 pm,5475 N 51ST BLVD MKE,Subject With A Weapon,Assignment Completed View History,2024-07-16
12:52 pm,5475 N 51ST BLVD MKE,Subject With A Weapon,Unable to Locate Complainant View History,2024-07-16
12:52 pm,5475 N 51ST BLVD MKE,Subject With A Weapon,Assignment Completed View History,2024-07-16
12:52 pm,2452 W HIGHLAND AVE MKE:LWR,Resource Needed,Service in Progress View History,2024-07-16
12:52 pm,5475 N 51ST BLVD MKE,Subject With A Weapon,Unable to Locate Complainant View History,2024-07-16
12:52 pm,5475 N 51ST BLVD MKE,Subject With A Weapon,Assignment Completed View History,2024-07-16
12:51 pm,"LL(-87:59:24.6014,43:07:01.5204): EST 5443 N 63RD ST MKE",911,Service in Progress View History,2024-07-16
12:51 pm,"LL(-87:59:24.6014,43:07:01.5204): EST 5443 N 63RD ST MKE",911,Service in Progress View History,2024-07-16
12:51 pm,"LL(-87:56:46.1655,43:02:35.3616): EST 2589 W STATE ST MKE",911,Service in Progress View History,2024-07-16
12:48 pm,7177 W APPLETON AVE MKE: @UNIT 17,Subject With A Weapon,Unable to Locate Complainant View History,2024-07-16
12:45 pm,1433 W BURNHAM ST MKE: @WALGREENS,Theft,Service in Progress View History,2024-07-16
12:45 pm,2624 W LISBON AVE MKE,Subject With A Weapon,Advised/Referral View History,2024-07-16
12:45 pm,1433 W BURNHAM ST MKE: @WALGREENS,Theft,To be Filed View History,2024-07-16
12:45 pm,2624 W LISBON AVE MKE,Subject With A Weapon,Advised View History,2024-07-16
12:45 pm,2035 N 48TH ST MKE:UPPER,911,Service in Progress View History,2024-07-16
12:45 pm,2624 W LISBON AVE MKE,Subject With A Weapon,Advised View History,2024-07-16
12:45 pm,2624 W LISBON AVE MKE,Subject With A Weapon,Advised/Referral View History,2024-07-16
12:45 pm,1433 W BURNHAM ST MKE: @WALGREENS,Theft,To be Filed View History,2024-07-16
12:45 pm,1433 W BURNHAM ST MKE: @WALGREENS,Theft,Service in Progress View History,2024-07-16
12:45 pm,2624 W LISBON AVE MKE,Subject With A Weapon,Advised View History,2024-07-16
12:45 pm,2624 W LISBON AVE MKE,Subject With A Weapon,Advised/Referral View History,2024-07-16
12:44 pm,"LL(-87:59:24.6014,43:07:01.5204): EST 5443 N 63RD ST MKE",911,Service in Progress View History,2024-07-16
12:42 pm,3632 W FLORIST AVE MKE,Emotionally Disturbed Person,Referral View History,2024-07-16
12:41 pm,N OAKLAND AVE/E HARTFORD AVE MKE,Welfare Citizen,Advised View History,2024-07-16
12:41 pm,"LL(-87:59:04.8231,42:59:20.3892): EST 3069 S 56TH ST MKE",911,Service in Progress View History,2024-07-16
12:40 pm,3322 S 12TH ST MKE:LOWER,Welfare Citizen,Advised View History,2024-07-16
12:40 pm,3322 S 12TH ST MKE:LOWER,Welfare Citizen,Service in Progress View History,2024-07-16
12:40 pm,3322 S 12TH ST MKE:LOWER,Welfare Citizen,Advised View History,2024-07-16
12:40 pm,3322 S 12TH ST MKE:LOWER,Welfare Citizen,Service in Progress View History,2024-07-16
12:35 pm,2629 W KINNICKINNIC RIVER PKWY MKE,Child Abuse/Neglect,Service in Progress View History,2024-07-16
12:34 pm,925 E WELLS ST MKE: @BACCHUS,Demonstration,Service in Progress View History,2024-07-16
12:32 pm,3626 W FOND DU LAC AVE MKE: @D7:10-100,Return Station,Assignment Completed View History,2024-07-16
12:31 pm,3006 S 27TH ST MKE: @D6,Return Station,Assignment Completed View History,2024-07-16
12:28 pm,"LL(-87:59:12.0123,42:59:58.0560): EST 5926 W ARTHUR AVE WA",911,Service in Progress View History,2024-07-16
12:27 pm,505 E WILSON ST MKE,Notification,Service in Progress View History,2024-07-16
12:25 pm,2000 W WISCONSIN AVE MKE: @PABST MANSION,911,Service in Progress View History,2024-07-16
12:24 pm,4259 N 53RD ST MKE,Special Assignment,Assignment Completed View History,2024-07-16
12:22 pm,2339 N 37TH ST MKE: UNIT 101,Subject With A Weapon,Service in Progress View History,2024-07-16
12:22 pm,2339 N 37TH ST MKE: UNIT 101,Subject With A Weapon,Unable to Locate Complainant View History,2024-07-16
12:22 pm,3006 S 27TH ST MKE: @D6,Special Assignment,Assignment Completed View History,2024-07-16
12:20 pm,929 N WATER ST MKE: @MARCUS CENTER FOR THE PERFORMING ARTS,Traffic Hazard,To be Filed View History,2024-07-16
12:20 pm,N 73RD ST/W NASH ST MKE,Entry-Building or Structure,Unable to Locate Complainant View History,2024-07-16
12:20 pm,N 73RD ST/W NASH ST MKE,Entry-Building or Structure,Service in Progress View History,2024-07-16
12:20 pm,N 73RD ST/W NASH ST MKE,Entry-Building or Structure,Service in Progress View History,2024-07-16
12:20 pm,N 73RD ST/W NASH ST MKE,Entry-Building or Structure,Unable to Locate Complainant View History,2024-07-16
12:19 pm,1028 S 9TH ST MKE: @ACOSTA MIDDLE SCHOOL,School Assignment,Service in Progress View History,2024-07-16
12:19 pm,1028 S 9TH ST MKE: @ACOSTA MIDDLE SCHOOL,School Assignment,Assignment Completed View History,2024-07-16
12:16 pm,3230 S ADAMS AVE MKE: @HUMBOLDT PARK ELEMENTARY SCHOOL,911,Service in Progress View History,2024-07-16
12:16 pm,2215 N VEL R PHILLIPS AVE MKE,911,Service in Progress View History,2024-07-16
12:13 pm,5420 N HOPKINS ST MKE:24,911,Service in Progress View History,2024-07-16
12:07 pm,1123 N VAN BUREN ST MKE: @METRO MARKET,Trouble,Unable to Locate Complainant View History,2024-07-16
12:06 pm,924 E JUNEAU AVE MKE: @HOTEL ASTOR,Entry-Vehicle,Service in Progress View History,2024-07-16
12:06 pm,245 W LINCOLN AVE MKE: @D2,Transport,Assignment Completed View History,2024-07-16
12:05 pm,1540 E WINDSOR PL MKE,911,Service in Progress View History,2024-07-16
12:04 pm,1647 N CASS ST MKE: @CASS STREET SCHOOL,Suspicious,Unable to Locate Complainant View History,2024-07-16
12:02 pm,250 W HOLT AVE MKE,Checking Location,Assignment Completed View History,2024-07-16
12:00 pm,"LL(-87:58:17.3931,43:04:05.7430): EST 2719 N 46TH ST MKE",Call for Police,Unable to Locate Complainant View History,2024-07-16
11:59 am,2758 N 33RD ST MKE,Threat,Open Investigation View History,2024-07-16
11:59 am,2758 N 33RD ST MKE,Threat,Service in Progress View History,2024-07-16
11:59 am,2758 N 33RD ST MKE,Threat,Open Investigation View History,2024-07-16
11:59 am,2758 N 33RD ST MKE,Threat,Service in Progress View History,2024-07-16
11:59 am,2758 N 33RD ST MKE,Threat,Service in Progress View History,2024-07-16
11:59 am,2758 N 33RD ST MKE,Threat,Open Investigation View History,2024-07-16
11:59 am,2758 N 33RD ST MKE,Threat,Service in Progress View History,2024-07-16
11:59 am,2758 N 33RD ST MKE,Threat,Open Investigation View History,2024-07-16
11:59 am,E BURLEIGH ST/N RICHARDS ST MKE,Police Call - Transfer,Service in Progress View History,2024-07-16
11:59 am,E HOWARD AVE/S HOWELL AVE MKE,Reckless Vehicle,Service in Progress View History,2024-07-16
11:58 am,110 W COLLEGE AVE MKE,Checking Location,Service in Progress View History,2024-07-16
11:58 am,110 W COLLEGE AVE MKE,Checking Location,Assignment Completed View History,2024-07-16
11:58 am,110 W COLLEGE AVE MKE,Checking Location,Assignment Completed View History,2024-07-16
11:58 am,110 W COLLEGE AVE MKE,Checking Location,Service in Progress View History,2024-07-16
11:58 am,110 W COLLEGE AVE MKE,Checking Location,Assignment Completed View History,2024-07-16
11:58 am,110 W COLLEGE AVE MKE,Checking Location,Service in Progress View History,2024-07-16
11:58 am,2333 N 49TH ST MKE: @D3,Return Station,Assignment Completed View History,2024-07-16
11:58 am,"LL(-87:59:24.6014,43:07:01.5204): EST 5443 N 63RD ST MKE",911,Service in Progress View History,2024-07-16
11:58 am,"LL(-87:58:18.3974,43:04:05.0086): EST 4646 W CENTER ST MKE",911,Service in Progress View History,2024-07-16
11:58 am,110 W COLLEGE AVE MKE,Checking Location,Assignment Completed View History,2024-07-16
11:58 am,110 W COLLEGE AVE MKE,Checking Location,Service in Progress View History,2024-07-16
11:57 am,5024 N 63RD ST MKE,Emotionally Disturbed Person,Service in Progress View History,2024-07-16
11:56 am,5614 S MARILYN ST MKE,911,Service in Progress View History,2024-07-16
11:56 am,"LL(-87:54:40.7163,43:05:01.2480): EST 131 W NASH ST MKE",911,Service in Progress View History,2024-07-16
11:55 am,"LL(-88:00:32.5767,43:11:12.6888): EST 8149 W LIMERICK RD MKE",911,Service in Progress View History,2024-07-16
11:54 am,7061 N TEUTONIA AVE MKE,Crime Scene Technician Assignment,Service in Progress View History,2024-07-16
11:54 am,1930 E NORTH AVE MKE: @PNC BANK,Alarm Sounding - MPD Response,Assignment Completed View History,2024-07-16
11:53 am,"LL(-87:57:48.5821,43:04:44.2884): EST 4027 W CONCORDIA AVE MKE",911,Service in Progress View History,2024-07-16
11:53 am,2257 S 19TH ST MKE: @A:A,Notification,Service in Progress View History,2024-07-16
11:52 am,"LL(-88:00:46.8002,43:08:55.5718): EST W GOOD HOPE RD MKE",911,Service in Progress View History,2024-07-16
11:50 am,2031 W COLFAX PL MKE,Notification,Assignment Completed View History,2024-07-16
11:50 am,2031 W COLFAX PL MKE,Notification,Service in Progress View History,2024-07-16
11:50 am,2031 W COLFAX PL MKE,Notification,Service in Progress View History,2024-07-16
11:50 am,2031 W COLFAX PL MKE,Notification,Assignment Completed View History,2024-07-16
11:50 am,2031 W COLFAX PL MKE,Notification,Assignment Completed View History,2024-07-16
11:50 am,2031 W COLFAX PL MKE,Notification,Service in Progress View History,2024-07-16
11:50 am,2031 W COLFAX PL MKE,Notification,Service in Progress View History,2024-07-16
11:50 am,2031 W COLFAX PL MKE,Notification,Assignment Completed View History,2024-07-16
11:49 am,2920 N VEL R PHILLIPS AVE MKE: @D5,Return Station,Assignment Completed View History,2024-07-16
11:49 am,4061 N 54TH ST MKE,911,Service in Progress View History,2024-07-16
11:49 am,"LL(-87:55:41.0450,42:57:32.3604): EST 1259 W LAYTON AVE MKE",911,Service in Progress View History,2024-07-16
11:48 am,707 E PLEASANT ST MKE: @UNIT 210,Trouble,Advised View History,2024-07-16
11:43 am,2072 S 6TH ST MKE,Trouble,Advised View History,2024-07-16
11:43 am,2072 S 6TH ST MKE,Trouble,Unable to Locate Complainant View History,2024-07-16
11:43 am,2072 S 6TH ST MKE,Trouble,Unable to Locate Complainant View History,2024-07-16
11:43 am,2072 S 6TH ST MKE,Trouble,Advised View History,2024-07-16
11:43 am,2072 S 6TH ST MKE,Trouble,Unable to Locate Complainant View History,2024-07-16
11:43 am,2072 S 6TH ST MKE,Trouble,Advised View History,2024-07-16
11:42 am,1419 E BRADY ST MKE,Checking Location,Assignment Completed View History,2024-07-16
11:42 am,1419 E BRADY ST MKE,Checking Location,Service in Progress View History,2024-07-16
11:42 am,1419 E BRADY ST MKE,Checking Location,Assignment Completed View History,2024-07-16
11:42 am,1419 E BRADY ST MKE,Checking Location,Service in Progress View History,2024-07-16
11:42 am,1419 E BRADY ST MKE,Checking Location,Service in Progress View History,2024-07-16
11:42 am,1419 E BRADY ST MKE,Checking Location,Assignment Completed View History,2024-07-16
11:42 am,"LL(-87:57:23.7853,43:05:27.2758): EST 4058 N 35TH ST MKE",911,Service in Progress View History,2024-07-16
11:42 am,1510 S 26TH ST MKE,Stolen Vehicle,Service in Progress View History,2024-07-16
11:42 am,"LL(-87:57:36.5086,43:01:43.2264): EST 299 S 36TH ST MKE",911,Service in Progress View History,2024-07-16
11:42 am,1419 E BRADY ST MKE,Checking Location,Assignment Completed View History,2024-07-16
11:42 am,1419 E BRADY ST MKE,Checking Location,Service in Progress View History,2024-07-16
11:37 am,150 W HOLT AVE MKE,Checking Location,Assignment Completed View History,2024-07-16
11:37 am,150 W HOLT AVE MKE,Checking Location,Service in Progress View History,2024-07-16
11:37 am,150 W HOLT AVE MKE,Checking Location,Service in Progress View History,2024-07-16
11:37 am,150 W HOLT AVE MKE,Checking Location,Assignment Completed View History,2024-07-16
11:37 am,150 W HOLT AVE MKE,Checking Location,Service in Progress View History,2024-07-16
11:37 am,150 W HOLT AVE MKE,Checking Location,Assignment Completed View History,2024-07-16
11:37 am,150 W HOLT AVE MKE,Checking Location,Assignment Completed View History,2024-07-16
11:37 am,150 W HOLT AVE MKE,Checking Location,Service in Progress View History,2024-07-16
11:36 am,"LL(-87:55:48.7920,43:04:33.0598): EST 3145 N 15TH ST MKE",911,Service in Progress View History,2024-07-16
11:35 am,2624 W LISBON AVE MKE: @BP,Theft,Advised View History,2024-07-16
11:35 am,2624 W LISBON AVE MKE: @BP,Theft,Unable to Locate Complainant View History,2024-07-16
11:35 am,2624 W LISBON AVE MKE: @BP,Theft,Unable to Locate Complainant View History,2024-07-16
11:35 am,2624 W LISBON AVE MKE: @BP,Theft,Advised View History,2024-07-16
11:35 am,2624 W LISBON AVE MKE: @BP,Theft,Advised View History,2024-07-16
11:35 am,2624 W LISBON AVE MKE: @BP,Theft,Unable to Locate Complainant View History,2024-07-16
11:35 am,2624 W LISBON AVE MKE: @BP,Theft,Unable to Locate Complainant View History,2024-07-16
11:35 am,2624 W LISBON AVE MKE: @BP,Theft,Advised View History,2024-07-16
11:34 am,509 W MAPLE ST MKE,Follow Up,Assignment Completed View History,2024-07-16
11:32 am,3055 N 20TH ST MKE: @A,Welfare Citizen,Unable to Locate Complainant View History,2024-07-16
11:32 am,3055 N 20TH ST MKE: @A,Welfare Citizen,Service in Progress View History,2024-07-16
11:32 am,245 W LINCOLN AVE MKE: @D2:FUEL & 10-100,Return Station,Assignment Completed View History,2024-07-16
11:30 am,2834 N 49TH ST MKE:LOWER,911,Service in Progress View History,2024-07-16
11:27 am,"LL(-88:03:17.5035,43:07:14.7288): EST 5684 N LOVERS LANE RD MKE",911,Service in Progress View History,2024-07-16
11:24 am,2333 N 49TH ST MKE: @D3,Return Station,Service in Progress View History,2024-07-16
11:24 am,2333 N 49TH ST MKE: @D3,Return Station,Assignment Completed View History,2024-07-16
11:24 am,2333 N 49TH ST MKE: @D3,Return Station,Assignment Completed View History,2024-07-16
11:24 am,2333 N 49TH ST MKE: @D3,Return Station,Service in Progress View History,2024-07-16
11:24 am,1972 S 15TH ST MKE: UPPER,Trouble,Advised View History,2024-07-16
11:24 am,2333 N 49TH ST MKE: @D3,Return Station,Service in Progress View History,2024-07-16
11:24 am,2333 N 49TH ST MKE: @D3,Return Station,Assignment Completed View History,2024-07-16
11:24 am,1130 N 29TH ST MKE: @UNIT 108,Resource Needed,Service in Progress View History,2024-07-16
11:24 am,6929 W GLENBROOK RD MKE,Resource Needed,Service in Progress View History,2024-07-16
11:23 am,245 W LINCOLN AVE MKE: @D2:10-100,Return Station,Assignment Completed View History,2024-07-16
11:22 am,1411 S 13TH ST MKE,Threat,Service in Progress View History,2024-07-16
11:22 am,1411 S 13TH ST MKE,Threat,Unable to Locate Complainant View History,2024-07-16
11:22 am,749 W STATE ST MKE: @PAB,Special Assignment,Service in Progress View History,2024-07-16
11:22 am,749 W STATE ST MKE: @PAB,Special Assignment,Assignment Completed View History,2024-07-16
11:22 am,749 W STATE ST MKE: @PAB,Special Assignment,Assignment Completed View History,2024-07-16
11:22 am,1411 S 13TH ST MKE,Threat,Service in Progress View History,2024-07-16
11:22 am,749 W STATE ST MKE: @PAB,Special Assignment,Service in Progress View History,2024-07-16
11:22 am,1411 S 13TH ST MKE,Threat,Unable to Locate Complainant View History,2024-07-16
11:22 am,1411 S 13TH ST MKE,Threat,Service in Progress View History,2024-07-16
11:22 am,749 W STATE ST MKE: @PAB,Special Assignment,Service in Progress View History,2024-07-16
11:22 am,749 W STATE ST MKE: @PAB,Special Assignment,Assignment Completed View History,2024-07-16
11:22 am,1411 S 13TH ST MKE,Threat,Unable to Locate Complainant View History,2024-07-16
11:22 am,N HOLTON ST/E LLOYD ST MKE,Reckless Vehicle,Service in Progress View History,2024-07-16
11:21 am,E CAPITOL DR/N HUMBOLDT BLVD MKE,Welfare Citizen,Unable to Locate Complainant View History,2024-07-16
11:21 am,2238 N FARWELL AVE MKE: @CROSSROADS COLLECTIVE,Emotionally Disturbed Person,Advised View History,2024-07-16
11:20 am,W FOND DU LAC AVE/W MAXWELL PL MKE,Shooting,Service in Progress View History,2024-07-16
11:20 am,W FOND DU LAC AVE/W CAPITOL DR MKE,Shooting,Service in Progress View History,2024-07-16
11:20 am,W FOND DU LAC AVE/W FRANK MOORE II PL MKE,Motor Vehicle Accident,Service in Progress View History,2024-07-16
11:19 am,5105 N 46TH ST MKE,Subject With A Weapon,Advised View History,2024-07-16
11:19 am,5105 N 46TH ST MKE,Subject With A Weapon,Advised/Referral View History,2024-07-16
11:19 am,5105 N 46TH ST MKE,Subject With A Weapon,Advised View History,2024-07-16
11:19 am,5105 N 46TH ST MKE,Subject With A Weapon,Advised/Referral View History,2024-07-16
11:19 am,5105 N 46TH ST MKE,Subject With A Weapon,Advised View History,2024-07-16
11:19 am,5105 N 46TH ST MKE,Subject With A Weapon,Advised/Referral View History,2024-07-16
11:19 am,6929 W SILVER SPRING DR MKE: @D4:10-100,Return Station,Assignment Completed View History,2024-07-16
11:19 am,5105 N 46TH ST MKE,Subject With A Weapon,Advised View History,2024-07-16
11:19 am,5105 N 46TH ST MKE,Subject With A Weapon,Advised/Referral View History,2024-07-16
11:18 am,N DR WILLIAM FINLAYSON ST/W NORTH AVE MKE: alias 5TH/NORTH,Suspicious,Unable to Locate Complainant View History,2024-07-16
11:17 am,764 N MILWAUKEE ST MKE,Checking Location,Assignment Completed View History,2024-07-16
11:17 am,764 N MILWAUKEE ST MKE,Checking Location,Service in Progress View History,2024-07-16
11:17 am,764 N MILWAUKEE ST MKE,Checking Location,Service in Progress View History,2024-07-16
11:17 am,764 N MILWAUKEE ST MKE,Checking Location,Assignment Completed View History,2024-07-16
11:17 am,764 N MILWAUKEE ST MKE,Checking Location,Assignment Completed View History,2024-07-16
11:17 am,764 N MILWAUKEE ST MKE,Checking Location,Service in Progress View History,2024-07-16
11:17 am,3337 S 18TH ST MKE,Alarm Sounding - MPD Response,Service in Progress View History,2024-07-16
11:17 am,764 N MILWAUKEE ST MKE,Checking Location,Assignment Completed View History,2024-07-16
11:17 am,764 N MILWAUKEE ST MKE,Checking Location,Service in Progress View History,2024-07-16
11:16 am,6200 W BLUE MOUND RD MKE,Trouble,Service in Progress View History,2024-07-16
11:16 am,6929 W SILVER SPRING DR MKE: @D4,Assignment,Assignment Completed View History,2024-07-16
11:15 am,4747 S HOWELL AVE MKE,Checking Location,Assignment Completed View History,2024-07-16
11:15 am,3261 N 50TH ST MKE,Welfare Citizen,Assignment Completed View History,2024-07-16
11:14 am,1130 N 29TH ST MKE: @UNIT 108,Follow Up,Assignment Completed View History,2024-07-16
11:14 am,N 16TH ST/W FINN PL MKE,911,Service in Progress View History,2024-07-16
11:13 am,"LL(-87:55:09.8367,43:03:06.6492): EST 1647 N 6TH ST MKE",911,Service in Progress View History,2024-07-16
11:11 am,4700 N 39TH ST MKE: @THE BUILD CENTER,Entry-Building or Structure,Advised/Referral View History,2024-07-16
11:11 am,4700 N 39TH ST MKE: @THE BUILD CENTER,Entry-Building or Structure,Advised View History,2024-07-16
11:11 am,4700 N 39TH ST MKE: @THE BUILD CENTER,Entry-Building or Structure,Service in Progress View History,2024-07-16
11:11 am,4700 N 39TH ST MKE: @THE BUILD CENTER,Entry-Building or Structure,Service in Progress View History,2024-07-16
11:11 am,4700 N 39TH ST MKE: @THE BUILD CENTER,Entry-Building or Structure,Advised View History,2024-07-16
11:11 am,4700 N 39TH ST MKE: @THE BUILD CENTER,Entry-Building or Structure,Advised/Referral View History,2024-07-16
11:11 am,4700 N 39TH ST MKE: @THE BUILD CENTER,Entry-Building or Structure,Advised View History,2024-07-16
11:11 am,4700 N 39TH ST MKE: @THE BUILD CENTER,Entry-Building or Structure,Advised/Referral View History,2024-07-16
11:11 am,4700 N 39TH ST MKE: @THE BUILD CENTER,Entry-Building or Structure,Service in Progress View History,2024-07-16
11:11 am,4700 N 39TH ST MKE: @THE BUILD CENTER,Entry-Building or Structure,Service in Progress View History,2024-07-16
11:11 am,4700 N 39TH ST MKE: @THE BUILD CENTER,Entry-Building or Structure,Advised/Referral View History,2024-07-16
11:11 am,4700 N 39TH ST MKE: @THE BUILD CENTER,Entry-Building or Structure,Advised View History,2024-07-16
11:08 am,925 E WELLS ST MKE: @BACCHUS,Demonstration,Service in Progress View History,2024-07-16
11:08 am,2920 N VEL R PHILLIPS AVE MKE: @D5,Return Station,Assignment Completed View History,2024-07-16
11:07 am,3415 N 46TH ST MKE,Theft,Service in Progress View History,2024-07-16
11:07 am,3415 N 46TH ST MKE,Theft,To be Filed View History,2024-07-16
11:07 am,3415 N 46TH ST MKE,Theft,Service in Progress View History,2024-07-16
11:07 am,3415 N 46TH ST MKE,Theft,To be Filed View History,2024-07-16
11:07 am,3415 N 46TH ST MKE,Theft,To be Filed View History,2024-07-16
11:07 am,5550 N 32ND ST MKE,Resource Needed,Service in Progress View History,2024-07-16
11:07 am,3415 N 46TH ST MKE,Theft,Service in Progress View History,2024-07-16
11:05 am,"LL(-87:55:01.8049,43:04:05.5090): EST 2727 N DR WILLIAM FINLAYSON ST MKE",911,Service in Progress View History,2024-07-16
11:04 am,2659 N 19TH ST MKE,Motor Vehicle Accident,Advised View History,2024-07-16
11:04 am,5550 N 32ND ST MKE,Battery/Fight/Assault - DV Related,Service in Progress View History,2024-07-16
11:03 am,"LL(-87:55:10.3083,43:00:54.9718): EST 1538 S 7TH ST MKE",911,Service in Progress View History,2024-07-16
11:02 am,4115 N TEUTONIA AV,Theft,To be Filed View History,2024-07-16
11:02 am,4833 W BURLEIGH ST MKE,Trouble,Unable to Locate Complainant View History,2024-07-16
11:02 am,4833 W BURLEIGH ST MKE,Trouble,Service in Progress View History,2024-07-16
11:02 am,4115 N TEUTONIA AV,Theft,Service in Progress View History,2024-07-16
11:02 am,4833 W BURLEIGH ST MKE,Trouble,Unable to Locate Complainant View History,2024-07-16
11:02 am,4833 W BURLEIGH ST MKE,Trouble,Service in Progress View History,2024-07-16
11:02 am,4115 N TEUTONIA AV,Theft,To be Filed View History,2024-07-16
11:02 am,4115 N TEUTONIA AV,Theft,Service in Progress View History,2024-07-16
